,subject,sentence,output
217,Zelensky,"Even though the Oval Office meeting was important, Zelensky repeatedly tried to find a way around committing to the investigations that President Trump demanded, or at the very least, schedule it before taking any official action.",NEUTRAL
218,Zelensky," So we know that President Zelensky was a reformer, fighting corruption, fighting for reform, and he got started early as soon as he was sworn in.",POSITIVE
219,Zelensky, What did you understand it to mean when -- that Zelensky had concerns about being an instrument in Washington domestic reelection politics?,NEUTRAL
220,Zelensky,"When you hear about Zelensky, and they`re talking about Zelensky, clearly he didn`t really want to do this, and kept trying to come up with excuses.",NEGATIVE
221,Zelensky,"On July 20, just days ahead of the July 25 call, Ambassador Taylor spoke with President Zelensky his national security adviser.",NEUTRAL
222,Zelensky,"Instead, Ambassador Sondland reinforced the importance that President Zelensky reassure President Trump of his commitment to the investigations.",NEUTRAL
223,Zelensky,"With a new parliamentary majority stemming from snap elections, President Zelensky change the Ukrainian constitution to remove absolute immunity from Rada deputies, the source of raw corruption for two decades.",NEUTRAL
224,Trump,"And that`s why, even though the White House meeting was so critical to Ukraine, even though Ukraine needed it so desperately, they still wouldn`t make the statement with key additions, Presidents Trump`s political investigations which were solely to keep -- help his re-election, it had nothing to do with foreign policy.",NEGATIVE
225,Trump,"President Trump condition that Oval Office meeting on Ukraine, announcing investigations that would help him politically.",NEGATIVE
226,Trump,"By withholding a White House meeting, President Trump use official power to corruptly pressure Ukraine.",NEGATIVE
227,Trump,President Trump has suggested that all of the witnesses are never-Trumpers.,NEUTRAL
228,Trump,And this is why even President Trump`s second official act withholding the White House meeting was not enough to make you grain do his dirty work.,NEGATIVE
229,Trump,"In fact, every witness testified that President Zelensky deserved America support, and that they told President Trump that.",NEUTRAL
230,Trump,"And they stood up to President Trump and said, so.",NEUTRAL
231,Trump,So I think this was a twofer for Donald Trump.,POSITIVE
232,Ukraine,"But do not mistake for a moment, the fact that it was simple and quick to present that course of conduct compared with a sophisticated campaign to coerce Ukraine into thinking that that second article is any less significant than the first.",NEUTRAL
233,Ukraine,"God willing, our relationship with Ukraine will survive and Ukraine will prosper and we will get beyond this ugly chapter of our history.",POSITIVE
234,Ukraine,"Ukraine knows that if they acknowledge that they were shaken down by the president of the United States, the president of the United States will make them pay.",NEGATIVE
235,Ukraine,"If they couldn`t get Ukraine to smear the Biden`s, they want to use this trial to do it instead.",NEGATIVE
236,Ukraine,"As I said before, our relationship with Ukraine will survive.",POSITIVE
237,Ukraine,And they will also make the argument Ukraine thinks the call was perfect.,NEUTRAL
238,Ukraine,"And I suppose when he withheld military aid from Ukraine, he was trying to protect future presidents.",NEUTRAL
239,Ukraine,"What that really means is Ukraine wants a future, Ukraine knows it`s still beholden to us for aid, Ukraine still hasn`t gotten in through the door of the White House.",NEUTRAL
240,Ukraine,"Ukraine will survive and so will we, but that will be an unending injury to this country, because the balance of power that our founders set out will never be the same, will never be the same.",POSITIVE
241,Ukraine,Ukraine says there was no pressure.,NEUTRAL
242,Ukraine,"So when you hear them say, Ukraine felt no pressure, and their proof is because the Ukraine president doesn`t want to call the president of the United States a bad name, you`ll know why.",NEUTRAL
243,House,Because the House charged it wrong.,NEGATIVE
244,House,"Because the House, they took depositions, how dare they take depositions?",NEGATIVE
245,House,And one other thing that was really unfair is all the subpoenas were invalid because the House didn`t pass a resolution announcing its impeachment inquiry.,NEGATIVE
246,House,"So when you suggest or I suggest or anyone suggest or the White House suggest, why doesn`t the Congress, why didn`t the House just exhaust their remedies as if in the constitution where it says the House shall have the sole power impeachment as an asterisk that says, after exhausting all court remedies, and for seeking court in the District Court, and then seek relief in the Court Appeals, and after that go to the Supreme Court.",NEUTRAL
247,House,And how dare the House of Representatives charge the president with abusing his power.,NEGATIVE
248,House,But you can expect a tax on all kinds of members of the House that have nothing to do with the issues before you.,NEGATIVE
249,House,And it`s an outrage that Donald Trump didn`t get to write the rules of his own impeachment proceeding in the House.,NEUTRAL
250,House,"But look for it, attacks on the managers, attacks on other House members, attacks on the speaker attacks on who knows what.",NEGATIVE
251,House,"Now, of course, as you know, the Constitution says the House will have the sole power of impeachment.",NEUTRAL
252,Congress,Those super-secret depositions in which only 100 members of Congress equivalent to the entire senate could participate.,NEUTRAL
253,Congress,"So when you suggest or I suggest or anyone suggest or the White House suggest, why doesn`t the Congress, why didn`t the House just exhaust their remedies as if in the constitution where it says the House shall have the sole power impeachment as an asterisk that says, after exhausting all court remedies, and for seeking court in the District Court, and then seek relief in the Court Appeals, and after that go to the Supreme Court.",NEUTRAL
254,Congress,"If the Congress cannot, because the president prevents it, investigate the President`s own wrongdoing, there will never be an article one.",NEGATIVE
255,Congress,You may hear the argument that what the President is doing when he is obstructing Congress is protecting the office for future presidents because there is nothing more important to Donald Trump than protecting the office of the presidency for future presidents.,NEGATIVE
256,Congress,There will never be an article one if the Congress can`t investigate an impeachable offense.,NEGATIVE
257,Congress,"And you know, something, he didn`t hide it from Congress.",NEUTRAL
258,Congress,"You can be impeached for obstructing justice, but you cannot be impeached for obstructing Congress.",NEGATIVE
259,Congress,"In fact, Congress supported it.",POSITIVE
260,I`m,Because Don McGahn is in court saying I`m absolutely immune from testimony.,NEUTRAL
261,I`m,"Now, I`m looking forward to that constitutional argument by Alan Dershowitz.",NEUTRAL
262,I`m,"But I`m also looking forward to Ken Starr`s presentation because during the Clinton impeachment, he maintained that a president not only could but must be impeached for obstructing justice that Clinton, Bill Clinton needed to be impeached because he lied under oath about sex, and to do so, obstructed justice.",NEUTRAL
263,I`m,"I`m joined here on set by my friend Chris Hayes, host of All In on MSNBC ; also former U.S. Senator from the great state of Missouri Claire McCaskill -- I almost didn`t call Missouri great there for a second.",NEUTRAL
264,I`m,"The president can simply say, I`m going to fight all subpoenas.",NEUTRAL
265,I`m,So I`m looking forward to that argument.,POSITIVE
266,I`m,"But they are not constrained by those Supreme Court rules, and so tomorrow they will convene earlier than they As I said, I`m Rachel Maddow here at MSNBC  headquarters in New York City.",NEUTRAL
267,Obama,"Now, that may take several different forms, but the form of Obama did it that I`m referring to is Obama also withheld aid.",NEUTRAL
268,Obama,But you`ll hear the Obama did it argument.,NEUTRAL
269,Obama,Obama did it.,NEUTRAL
270,Obama,Obama did it.,NEUTRAL
271,Obama,"Because the argument is, Obama withheld aid from Egypt.",NEUTRAL
