,Transcript,Topic,Sentiment,Program,avg_sentiment
678,2074,Ed,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,0.07142857142857142
679,2074,New Year,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,0.0
680,2074,Obama,"[0, 0, 0, -1, -1, -1, -1, 0, -1, 0, -1, -1, -1, -1]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.6428571428571429
681,2079,Iran,"[0, 0, 0, -1, 0, -1, 0, -1, 0, -1, -1, -1, -1, 0, -1, 0, 0]",Fox News Network FOX NEWS @ NIGHT,-0.47058823529411764
682,2079,U.S.,"[0, 1, 0, 0, -1, 0, -1, -1, 0, 0, 0, 0, -1, 0, 0, 0]",Fox News Network FOX NEWS @ NIGHT,-0.1875
683,2079,American,"[0, -1, -1, -1, 0, 0, 0, -1, -1, -1, -1, -1, 0, -1, -1, 0, 0, -1, -1, -1]",Fox News Network FOX NEWS @ NIGHT,-0.65
684,2079,Senate,"[0, 0, -1, -1, 0, -1, -1, 0, -1, 0, 0]",Fox News Network FOX NEWS @ NIGHT,-0.45454545454545453
685,2096,Trump,"[0, -1, 1, -1, 0, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0, -1, 0]",Fox News Network FOX NEWS @ NIGHT,-0.47058823529411764
686,2096,Democrats,"[0, 0, 0, -1, 0, -1, 0, 0, 0, 0, 0]",Fox News Network FOX NEWS @ NIGHT,-0.18181818181818182
687,2096,Shannon,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0]",Fox News Network FOX NEWS @ NIGHT,0.0
688,2096,House,"[-1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network FOX NEWS @ NIGHT,0.0
689,2096,Ukraine,"[-1, 0, 0, -1, 0, 0, -1, 0, -1, 0]",Fox News Network FOX NEWS @ NIGHT,-0.4
690,2097,U.S.,"[0, 1, 0, -1, -1, 0, 0, -1, 0, 0, 0, 0, -1, 0, 0, 1, 0, 0, 0]",Fox News Network FOX NEWS @ NIGHT,-0.10526315789473684
691,2097,Iran,"[-1, -1, -1, 0, -1, -1, 0, 0, -1, -1, 0, 1, 0, 0, -1, -1, -1, -1, -1, -1]",Fox News Network FOX NEWS @ NIGHT,-0.6
692,2097,Iranian,"[-1, 1, -1, -1, -1, -1, -1, 0, 0, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",Fox News Network FOX NEWS @ NIGHT,-0.75
693,2103,Trump,"[-1, 1, 1, -1, 0, -1, 0, 0, 1, -1, -1, -1, 0, 0, 0, 1, -1, -1, -1]",Fox News Network THE NEXT REVOLUTION,-0.2631578947368421
694,2103,Iran,"[-1, 0, 0, 0, -1, 0, -1, 0, 0, 0, -1, -1, -1, 0, 0, -1, -1]",Fox News Network THE NEXT REVOLUTION,-0.47058823529411764
695,2103,America,"[0, 0, 1, 0, -1, -1, 1, 0, -1, -1, -1]",Fox News Network THE NEXT REVOLUTION,-0.2727272727272727
696,2103,the Middle East,"[-1, -1, -1, -1, 0, -1, -1, -1, -1, -1, 1, 0, 0, 1, 0]",Fox News Network THE NEXT REVOLUTION,-0.4666666666666667
697,2103,Democrats,"[-1, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, -1, -1, -1, 0]",Fox News Network THE NEXT REVOLUTION,-0.625
698,2128,Trump,"[0, -1, -1, -1, -1, -1, 0, -1, 0, 0, -1, 0, 0, 0]",Fox News Network THE FIVE,-0.5
699,2128,Hollywood,"[-1, -1, 0, -1, -1, 0, 0, -1]",Fox News Network THE FIVE,-0.625
700,2128,Iran,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0]",Fox News Network THE FIVE,-0.9285714285714286
701,2128,Biden,"[-1, -1, -1, -1, 0, -1, 0, 0, 0, -1, 0, 0]",Fox News Network THE FIVE,-0.5
702,2148,Senate,"[-1, 0, 0, 0, 0, -1, -1, 0, -1, 0]",Fox News Network JUSTICE WITH JUDGE PIRRO,-0.4
703,2148,Iran,"[0, -1, 0, -1, 0, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0, -1]",Fox News Network JUSTICE WITH JUDGE PIRRO,-0.1875
704,2148,Democrats,"[-1, -1, 0, -1, 0, 0, 0, 0, 1, 1]",Fox News Network JUSTICE WITH JUDGE PIRRO,-0.1
705,2148,House,"[-1, -1, 0, 0, 0, 0, -1, 0, -1]",Fox News Network JUSTICE WITH JUDGE PIRRO,-0.4444444444444444
706,2159,Trump,"[0, 1, 0, -1, 0, 0, -1, 0, 0, 0, 0, -1, -1, -1, 1]",Fox News Network FOX HANNITY,-0.2
707,2159,Russia,"[-1, 0, -1, 0, 0, 0, 0, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",Fox News Network FOX HANNITY,-0.7272727272727273
708,2159,Democrats,"[-1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",Fox News Network FOX HANNITY,-0.9375
709,2159,Russian,"[-1, -1, 0, -1, 0, -1, 0, -1, -1, 0, -1, 0]",Fox News Network FOX HANNITY,-0.5833333333333334
710,2159,Senate,"[0, -1, -1, 0, 0, 0, 0, -1, -1, -1, -1, 1]",Fox News Network FOX HANNITY,-0.4166666666666667
711,2160,Senate,"[0, 0, 0, 0, 1, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0]",Fox News Network FOX HANNITY,-0.0625
712,2160,Trump,"[0, 0, 1, 1, -1, 0, 1, 0, 0, -1, 0, 1, -1, -1, -1, -1, -1, -1, 1, -1]",Fox News Network FOX HANNITY,-0.2
713,2160,House,"[-1, -1, 0, -1, -1, 0, -1, 0, -1, 0, 0, 0, 0, -1, -1, 0, 0, -1, 0]",Fox News Network FOX HANNITY,-0.47368421052631576
714,2160,Democrats,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",Fox News Network FOX HANNITY,-1.0
715,2160,Miami,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network FOX HANNITY,0.07692307692307693
716,2171,Trump,"[0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 1, -1, 0, 0, -1]",Fox News Network THE FIVE,-0.13333333333333333
717,2171,Iowa,"[0, 0, -1, 0, 0, 0, 1, -1, 0, 0]",Fox News Network THE FIVE,-0.1
718,2171,Democrats,"[0, 0, 0, -1, -1, 0, -1, 0, -1, 0, -1]",Fox News Network THE FIVE,-0.45454545454545453
719,2171,Juan,"[0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network THE FIVE,-0.125
720,2171,Republicans,"[1, -1, 0, -1, -1, -1, 0, 0, -1, 0]",Fox News Network THE FIVE,-0.4
721,2184,Trump,"[-1, -1, 1, -1, -1, -1, 0, 1, 0, 0, 0, -1, 0]",Fox News Network JUSTICE WITH JUDGE PIRRO,-0.3076923076923077
722,2184,Senate,"[0, 1, 0, 0, 0, 0, -1, -1, 0, 0, 0, 0]",Fox News Network JUSTICE WITH JUDGE PIRRO,-0.08333333333333333
723,2184,Ukraine,"[0, -1, 1, -1, 0, -1, -1, 0, -1, -1, -1, 0, -1]",Fox News Network JUSTICE WITH JUDGE PIRRO,-0.5384615384615384
724,2184,House,"[0, 0, 0, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0]",Fox News Network JUSTICE WITH JUDGE PIRRO,-0.13333333333333333
725,2184,Democrats,"[-1, -1, -1, -1, -1, 0, -1]",Fox News Network JUSTICE WITH JUDGE PIRRO,-0.8571428571428571
726,2185,Trump,"[1, 0, -1, 0, -1, 0, 0, -1, -1, 1, -1, 0, -1, 0, 0, -1, 0, -1]",Fox News Network FOX NEWS @ NIGHT,-0.3333333333333333
727,2185,Bolton,"[-1, 0, 0, 1, -1, -1, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0]",Fox News Network FOX NEWS @ NIGHT,-0.1875
728,2185,Democrats,"[-1, -1, -1, 0, -1, -1, 0, 0, -1, 0, 0, 0, 0, 0, 0, -1]",Fox News Network FOX NEWS @ NIGHT,-0.4375
729,2185,House,"[1, -1, 0, -1, -1, -1, -1, 0, 0, 0, 0, 0]",Fox News Network FOX NEWS @ NIGHT,-0.3333333333333333
730,2185,Senate,"[0, 0, 0, 0, 0, 0, 0, -1, -1, 0]",Fox News Network FOX NEWS @ NIGHT,-0.2
731,2186,Iran,"[-1, 1, -1, 0, 1, -1, -1, -1, -1, 0, -1, 0, 0, -1, -1, -1, -1, -1, -1]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.5789473684210527
732,2186,Soleimani,"[-1, -1, -1, 0, -1, -1, -1, 1, 0, -1, 0, 0, 0, -1, -1, -1, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.5294117647058824
733,2186,Trump,"[0, -1, -1, -1, -1, 1, -1, 0, 0, 0, -1, -1, -1, 0, 0, 1, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.35294117647058826
734,2186,U.S.,"[0, -1, -1, -1, 0, -1, -1, 0, 0, 0, 0, -1, -1, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.5
735,2186,Iranians,"[0, -1, -1, -1, -1, -1, 1, -1, 1, 0, -1, -1, -1, 1, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.4
736,2189,Iran,"[-1, 0, -1, -1, -1, 0, -1, -1, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, 0, 0]",Fox News Network FOX NEWS @ NIGHT,-0.65
737,2189,U.S.,"[0, 0, 0, 1, 0, 0, -1, -1, 0, 0, 0, 0, 1, 0]",Fox News Network FOX NEWS @ NIGHT,0.0
738,2189,Iraq,"[0, 0, 0, 0, 0, 0, 0, -1, 0, -1, 0, 0, -1, -1, 0, 0, 0, 0, 0]",Fox News Network FOX NEWS @ NIGHT,-0.21052631578947367
739,2189,Iranian,"[-1, -1, -1, -1, 0, -1, 0, 0, 0, 0, -1, 0, -1, -1, 0, 0, 0, 0]",Fox News Network FOX NEWS @ NIGHT,-0.4444444444444444
740,2189,American,"[0, -1, 1, -1, -1, 1, 1, 0, -1, 1, 1, 1, 1, 1, 1]",Fox News Network FOX NEWS @ NIGHT,0.3333333333333333
741,2194,Senate,"[0, 0, -1, 0, 0, -1, 0, 0, -1, 0, -1, 1, 0, 1, 0, 0, 0, 0, -1]",Fox News Network FOX NEWS @ NIGHT,-0.15789473684210525
742,2194,Shannon,"[1, 1, 0, 1, 1, 1, 0, -1, 1, 1, 1, 0, 0, 0, 1]",Fox News Network FOX NEWS @ NIGHT,0.5333333333333333
743,2194,Democrats,"[0, 0, 0, -1, 0, -1, -1, -1, -1, -1, -1, 0, 0, 0, 1, 1, -1, -1, -1, -1]",Fox News Network FOX NEWS @ NIGHT,-0.45
744,2194,House,"[0, -1, -1, 0, -1, 0, 0, -1, 0, -1, 0, -1]",Fox News Network FOX NEWS @ NIGHT,-0.5
745,2194,Sanders,"[-1, 0, -1, 0, -1, -1, -1, -1, 0, 0, 0, 0, 0, 1, 1]",Fox News Network FOX NEWS @ NIGHT,-0.26666666666666666
746,2195,Senate,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network FOX NEWS @ NIGHT,0.0
747,2195,Bolton,"[0, -1, -1, -1, 0, 0, 0, 0, 0, -1, -1, -1, -1, 0, 0, 0, 0, 0]",Fox News Network FOX NEWS @ NIGHT,-0.3888888888888889
748,2195,Trump,"[1, 0, -1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, -1, -1, -1]",Fox News Network FOX NEWS @ NIGHT,-0.058823529411764705
749,2195,Shannon,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network FOX NEWS @ NIGHT,0.0
750,2195,Democrats,"[-1, 0, -1, -1, -1, -1, -1, -1, -1, -1, 1]",Fox News Network FOX NEWS @ NIGHT,-0.7272727272727273
751,2230,Iran,"[-1, 0, -1, 0, -1, -1, 0, -1, -1, -1, 0, 0, 0, -1, 0, -1, 0, -1]",Fox News Network FOX NEWS @ NIGHT,-0.5555555555555556
752,2230,Trump,"[1, 0, -1, 0, 1, -1, 0, 0, -1, -1, 0, 0, -1, 0, 0]",Fox News Network FOX NEWS @ NIGHT,-0.2
753,2230,U.S.,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, -1, -1]",Fox News Network FOX NEWS @ NIGHT,-0.15
754,2230,Iraq,"[0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, -1]",Fox News Network FOX NEWS @ NIGHT,-0.2857142857142857
755,2230,Shannon,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0]",Fox News Network FOX NEWS @ NIGHT,0.2777777777777778
756,2238,Shannon,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Fox News Network FOX NEWS @ NIGHT,0.05263157894736842
757,2238,Democrats,"[0, 0, 0, 0, 1, 0, -1, -1, -1, 1, 0, 0, 0, 0, 0, 0, -1]",Fox News Network FOX NEWS @ NIGHT,-0.11764705882352941
758,2238,Senate,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1]",Fox News Network FOX NEWS @ NIGHT,-0.16666666666666666
759,2238,Trump,"[0, 0, 0, 0, 1, -1, 0, 0, -1, 0, 0, 1]",Fox News Network FOX NEWS @ NIGHT,0.0
760,2238,Elizabeth Warren,"[0, 0, -1, -1, 0, 1, 0]",Fox News Network FOX NEWS @ NIGHT,-0.14285714285714285
761,2244,Senate,"[0, 0, 0, -1, -1, -1, 0, -1, 0, 0]",Fox News Network FOX NEWS @ NIGHT,-0.4
762,2244,Trump,"[1, -1, -1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, -1]",Fox News Network FOX NEWS @ NIGHT,0.25
763,2244,Democrats,"[0, 0, -1, -1, -1, 0, -1, -1, 0, -1, 0, 0, -1]",Fox News Network FOX NEWS @ NIGHT,-0.5384615384615384
764,2244,Republicans,"[0, -1, -1, -1, -1, 0, -1, 0, 1, 1, 1, 1]",Fox News Network FOX NEWS @ NIGHT,-0.08333333333333333
765,2244,Shannon,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network FOX NEWS @ NIGHT,0.0
766,2245,Democrats,"[-1, 0, -1, 0, 0, 0, 0, 0, -1, 0, -1, -1, -1, -1]",Fox News Network FOX NEWS @ NIGHT,-0.5
767,2245,Trump,"[0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, -1, -1]",Fox News Network FOX NEWS @ NIGHT,-0.23076923076923078
768,2245,House,"[0, -1, 0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0]",Fox News Network FOX NEWS @ NIGHT,-0.21428571428571427
769,2245,Shannon,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",Fox News Network FOX NEWS @ NIGHT,0.18181818181818182
770,2245,American,"[1, -1, -1, 1, 0, 1, 1, 0, -1, 0, 0, 1]",Fox News Network FOX NEWS @ NIGHT,0.16666666666666666
771,2248,Iran,"[0, 0, -1, 1, -1, -1, 0, 0, -1, -1, 0, -1, 0, 1, 0, -1, 0, 0, 0, -1]",Fox News Network FOX NEWS @ NIGHT,-0.3
772,2248,Trump,"[0, 0, 0, -1, -1, -1, 0, -1, 0, -1, -1, 0, -1, -1, -1, -1, 1, 0, 0, -1]",Fox News Network FOX NEWS @ NIGHT,-0.5
773,2248,Shannon,"[1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0]",Fox News Network FOX NEWS @ NIGHT,0.35
774,2248,Congress,"[0, -1, 0, 0, 0, -1, 0, 0, -1, 0, -1]",Fox News Network FOX NEWS @ NIGHT,-0.36363636363636365
775,2248,Democrats,"[-1, -1, -1, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1]",Fox News Network FOX NEWS @ NIGHT,-0.35714285714285715
776,2263,Democrats,"[-1, -1, -1, 0, 0, -1, 0, -1, 1, -1, -1, -1, 0, 0, -1]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.5333333333333333
777,2263,Joe Biden,"[0, -1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.7142857142857143
778,2263,Senate,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,0.1111111111111111
779,2263,Trump,"[0, 0, 0, 0, 0, -1, 0, -1, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.2222222222222222
780,2263,Republican,"[-1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.15789473684210525
781,2269,Trump,"[-1, -1, 0, -1, -1, 0, 0, -1, 0, 0, 0, 0, -1, 0, 0, -1, -1]",Fox News Network FOX NEWS @ NIGHT,-0.47058823529411764
782,2269,Shannon,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network FOX NEWS @ NIGHT,0.0
783,2269,Democrats,"[-1, -1, 0, -1, -1, -1, 0, 0, -1, -1, 0, -1]",Fox News Network FOX NEWS @ NIGHT,-0.6666666666666666
784,2269,Senate,"[1, -1, 0, -1, -1, -1, 0, 0, -1]",Fox News Network FOX NEWS @ NIGHT,-0.4444444444444444
785,2269,Democratic,"[0, 0, -1, -1, -1, -1, -1, -1, -1, 0, 1, -1]",Fox News Network FOX NEWS @ NIGHT,-0.5833333333333334
786,2271,Senate,"[0, -1, 0, 0, 0, 0, -1, 0, -1, -1, 0, 0, 0, 0, -1]",Fox News Network FOX NEWS @ NIGHT,-0.3333333333333333
787,2271,Democrats,"[-1, 0, 0, -1, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, -1, 0, 0, 0, -1]",Fox News Network FOX NEWS @ NIGHT,-0.3
788,2271,Shannon,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network FOX NEWS @ NIGHT,0.0
789,2271,Trump,"[-1, -1, 0, 0, -1, -1, -1, 0, 0, 0, 0, 0, -1, -1, -1, -1, 0]",Fox News Network FOX NEWS @ NIGHT,-0.5294117647058824
790,2271,House,"[1, -1, -1, 1, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1]",Fox News Network FOX NEWS @ NIGHT,-0.25
791,2273,Iran,"[0, 1, 0, 0, -1, 0, -1, -1, 0, -1, -1, -1]",Fox News Network FOX NEWS @ NIGHT,-0.4166666666666667
792,2273,Trump,"[0, -1, 1, -1, 1, 1, 0, -1, 0, -1, 0, 0, -1, -1, -1, 0, -1, -1]",Fox News Network FOX NEWS @ NIGHT,-0.3333333333333333
793,2273,Senate,"[1, -1, -1, -1, 0, -1, 0, 0, 0, -1, -1, -1, 0, 0, 0, 1, -1, 1]",Fox News Network FOX NEWS @ NIGHT,-0.2777777777777778
794,2273,Shannon,"[0, 0, 1, 1, 0, 0, 1, 1, 1, -1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0]",Fox News Network FOX NEWS @ NIGHT,0.45
795,2273,Obama,"[-1, -1, 0, 0, -1, -1, -1, 0, -1, 0, 0, 0, 0, 0, -1, -1, -1, -1]",Fox News Network FOX NEWS @ NIGHT,-0.5555555555555556
796,2283,Iran,"[0, 0, -1, -1, 0, 0, 0, 0, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.2222222222222222
797,2283,U.S.,"[-1, 0, 1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, -1, 0, -1, -1, -1]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.2777777777777778
798,2283,American,"[-1, 0, -1, 1, -1, 0, 0, 1, 0, 0, -1, 0, 0, -1, 0, 0, -1, -1]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.2777777777777778
799,2283,Iraq,"[-1, -1, -1, -1, -1, -1, -1, 0, -1, 1, 1, -1, 0, -1, 0, -1]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.5625
800,2283,House,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,0.07692307692307693
801,2293,Iran,"[0, -1, -1, 0, 0, -1, -1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]",Fox News Network LIFE LIBERTY LEVIN,-0.4
802,2293,China,"[-1, 0, 0, 0, 0, -1, 0, -1, 0, 0, -1, 0, -1, -1, -1, 1, -1, 1, -1]",Fox News Network LIFE LIBERTY LEVIN,-0.3684210526315789
803,2293,the United States,"[0, 0, -1, -1, -1, -1, -1, -1, 0, -1, 0, 0, 1, 1, 0, -1, 0, 0, -1]",Fox News Network LIFE LIBERTY LEVIN,-0.3684210526315789
804,2293,Senate,"[0, -1, 0, 0, 0, 0, -1, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0]",Fox News Network LIFE LIBERTY LEVIN,-0.17647058823529413
805,2293,Mark,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1]",Fox News Network LIFE LIBERTY LEVIN,0.125
806,2302,House,"[0, 0, -1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.3333333333333333
807,2302,Senate,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0, 0, -1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.17647058823529413
808,2302,Chief Justice,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,0.125
809,2302,Trump,"[-1, 0, -1, -1, -1, -1, -1, 0, 0, 0, -1, 0, -1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.6153846153846154
810,2302,Ukraine,"[0, -1, 0, 0, -1, -1, 0, 0, 0, -1, 0, -1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.4166666666666667
811,2303,House,"[-1, 0, -1, -1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.8125
812,2303,Senate,"[0, -1, 0, 0, -1, 0, 0, -1, 1, 0, -1, 0, 0, 0, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.17647058823529413
813,2303,Ukraine,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,0.0
814,2303,White House,"[0, -1, -1, 0, 0, 0, 0, -1, 0, 0, 0, -1, -1, 0, 0, -1, -1, -1, 0, 0, 0, -1, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.391304347826087
815,2303,the White House,"[0, -1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.15384615384615385
816,2306,Senate,"[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, -1, 1, 0, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.1111111111111111
817,2306,Trump,"[0, -1, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.1875
818,2306,Republicans,"[0, 0, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 1, -1, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.2
819,2306,Republican,"[0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, -1, -1, 0, 0, 0, 0, -1]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.15789473684210525
820,2306,Bidens,"[-1, -1, 0, 0, -1, -1, 0, -1, -1, -1, -1, -1, -1, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.7142857142857143
821,2307,Democrats,"[-1, -1, 0, 0, -1, 0, -1, 0, -1, 0, 0, -1, -1, -1, 0, -1, -1, -1, -1]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.631578947368421
822,2307,Trump,"[0, -1, 0, -1, 0, 0, 0, 0, 0, -1, 0, 0, -1, 1]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.21428571428571427
823,2307,John Bolton,"[-1, 0, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,0.0
824,2307,Republicans,"[0, 0, 0, 0, 0, 0, 0, -1, 0, -1]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.2
825,2307,Martha,"[-1, -1, -1]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-1.0
826,2312,Trump,"[-1, -1, -1, -1, 0, 0, 0, -1, 0, -1, -1, 0, 0, 0, 0, 0, 0, 1, 1]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.2631578947368421
827,2312,House,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.15384615384615385
828,2312,Ukraine,"[0, 0, 0, 0, 0, 0, 0, -1, 1]",Fox News Network THE STORY WITH MARTHA MACCALLUM,0.0
829,2312,Lev Parnas,"[0, 0, 0, -1, -1, -1, 0, 0, 0, 0, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.2727272727272727
830,2312,Democrats,"[-1, 0, 0, 1, 0, -1, -1]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.2857142857142857
831,2325,Ukraine,"[0, -1, -1, -1, -1, -1, -1, 0, -1, 0, -1, 1, -1, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.5714285714285714
832,2325,John Bolton,"[-1, 0, 0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.15
833,2325,Trump,"[0, 0, 0, 0, -1, 0, 0, 0, -1, -1, -1, -1, 0, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.35714285714285715
834,2325,House,"[-1, 0, -1, -1, -1, -1, 0, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.625
835,2325,Hunter Biden,"[-1, -1, 0, 0, 0, -1, -1, 0, -1, 0, 0, 0, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.38461538461538464
836,2326,Iowa,"[0, 0, 0, 0, 0, 1, 1, 0, 0, -1, 1, 0, 0, 1, 0, 1, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,0.23529411764705882
837,2326,Trump,"[1, 1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, -1, -1]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.058823529411764705
838,2326,Senate,"[0, 0, 1, 0, -1, 1, -1, -1, -1]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.2222222222222222
